namestate,Abbreviation,FIPS,Year,Annual Change (%),HPI,HPI with 1990 base,HPI with 2000 base
Maryland,MD,24,2014,3.34,591.4,191.28,161.14
Maryland,MD,24,2015,2.15,604.13,195.4,164.6
Maryland,MD,24,2016,2.58,619.72,200.44,168.85
Maryland,MD,24,2017,3.02,638.44,206.5,173.95
Maryland,MD,24,2018,3.01,657.69,212.73,179.2
Maryland,MD,24,2019,2.47,673.94,217.98,183.63
Maryland,MD,24,2020,2.88,693.37,224.26,188.92
Massachusetts,MA,25,1975,0,100,24.62,18.07
Massachusetts,MA,25,1976,6.19,106.19,26.15,19.18
Massachusetts,MA,25,1977,3.26,109.65,27,19.81
Massachusetts,MA,25,1978,11.38,122.12,30.07,22.06
Massachusetts,MA,25,1979,13.69,138.84,34.19,25.08
Massachusetts,MA,25,1980,12.66,156.42,38.52,28.26
Massachusetts,MA,25,1981,17.32,183.51,45.19,33.15
Massachusetts,MA,25,1982,5.24,193.13,47.55,34.89
Massachusetts,MA,25,1983,6.67,206.02,50.73,37.22
Massachusetts,MA,25,1984,21.76,250.86,61.77,45.32
Massachusetts,MA,25,1985,20.04,301.14,74.15,54.4
Massachusetts,MA,25,1986,17.6,354.15,87.2,63.98
Massachusetts,MA,25,1987,12.02,396.72,97.68,71.67
Massachusetts,MA,25,1988,6.32,421.8,103.86,76.2
Massachusetts,MA,25,1989,0.48,423.83,104.36,76.56
Massachusetts,MA,25,1990,-4.18,406.13,100,73.37
Massachusetts,MA,25,1991,-5.89,382.21,94.11,69.05
Massachusetts,MA,25,1992,-1.63,375.97,92.57,67.92
Massachusetts,MA,25,1993,-0.91,372.55,91.73,67.3
Massachusetts,MA,25,1994,0.54,374.56,92.23,67.67
Massachusetts,MA,25,1995,2.27,383.07,94.32,69.2
Massachusetts,MA,25,1996,3.25,395.54,97.39,71.45
Massachusetts,MA,25,1997,4.43,413.07,101.71,74.62
Massachusetts,MA,25,1998,5.91,437.48,107.72,79.03
Massachusetts,MA,25,1999,8.58,475.01,116.96,85.81
Massachusetts,MA,25,2000,16.53,553.55,136.3,100
Massachusetts,MA,25,2001,10.96,614.24,151.24,110.96
Massachusetts,MA,25,2002,10.51,678.81,167.14,122.63
Massachusetts,MA,25,2003,7.5,729.7,179.67,131.82
Massachusetts,MA,25,2004,10.28,804.74,198.15,145.38
Massachusetts,MA,25,2005,9.75,883.21,217.47,159.55
Massachusetts,MA,25,2006,0.99,891.95,219.62,161.13
Massachusetts,MA,25,2007,-3.24,863.08,212.51,155.92
Massachusetts,MA,25,2008,-4.81,821.54,202.29,148.41
Massachusetts,MA,25,2009,-5.88,773.23,190.39,139.69
Massachusetts,MA,25,2010,-2.41,754.59,185.8,136.32
Massachusetts,MA,25,2011,-2.35,736.86,181.44,133.12
Massachusetts,MA,25,2012,-1.31,727.23,179.07,131.38
Massachusetts,MA,25,2013,1.91,741.14,182.49,133.89
Massachusetts,MA,25,2014,5.34,780.73,192.24,141.04
Massachusetts,MA,25,2015,3.44,807.57,198.85,145.89
Massachusetts,MA,25,2016,4.84,846.69,208.48,152.96
Massachusetts,MA,25,2017,5.84,896.11,220.65,161.88
Massachusetts,MA,25,2018,5.46,945.03,232.69,170.72
Massachusetts,MA,25,2019,3.61,979.11,241.09,176.88
Massachusetts,MA,25,2020,3.56,1013.95,249.66,183.17
Michigan,MI,26,1975,0,100,42.32,25.33
Michigan,MI,26,1976,2.99,102.99,43.58,26.09
Michigan,MI,26,1977,9.53,112.8,47.74,28.58
Michigan,MI,26,1978,15.94,130.78,55.34,33.13
Michigan,MI,26,1979,18.73,155.26,65.71,39.33
Michigan,MI,26,1980,6.4,165.21,69.91,41.85
Michigan,MI,26,1981,4.09,171.97,72.78,43.56
Michigan,MI,26,1982,-12.19,151,63.9,38.25
Michigan,MI,26,1983,4.71,158.11,66.91,40.05
Michigan,MI,26,1984,0.89,159.51,67.51,40.41
Michigan,MI,26,1985,4.19,166.2,70.34,42.1
Michigan,MI,26,1986,7.41,178.52,75.55,45.22
Michigan,MI,26,1987,8.75,194.13,82.16,49.18
Michigan,MI,26,1988,8.7,211.03,89.3,53.46
Michigan,MI,26,1989,6.81,225.41,95.39,57.1
Michigan,MI,26,1990,4.83,236.3,100,59.86
Michigan,MI,26,1991,3.24,243.95,103.24,61.8
Michigan,MI,26,1992,2.32,249.62,105.64,63.24
Michigan,MI,26,1993,1.79,254.09,107.53,64.37
Michigan,MI,26,1994,4.58,265.73,112.46,67.32
Michigan,MI,26,1995,7.91,286.76,121.35,72.65
Michigan,MI,26,1996,6.58,305.62,129.33,77.42
Michigan,MI,26,1997,7.77,329.37,139.39,83.44
Michigan,MI,26,1998,4.81,345.2,146.09,87.45
Michigan,MI,26,1999,5.91,365.6,154.72,92.62
Michigan,MI,26,2000,7.97,394.74,167.05,100
Michigan,MI,26,2001,4.97,414.37,175.36,104.97
Michigan,MI,26,2002,3.08,427.12,180.75,108.2
Michigan,MI,26,2003,1.92,435.31,184.22,110.28
Michigan,MI,26,2004,3.11,448.86,189.95,113.71
Michigan,MI,26,2005,3.28,463.6,196.19,117.45
Michigan,MI,26,2006,-1.26,457.77,193.72,115.97
Michigan,MI,26,2007,-4.42,437.54,185.16,110.84
Michigan,MI,26,2008,-6.93,407.2,172.33,103.16
Michigan,MI,26,2009,-8.18,373.91,158.24,94.72
Michigan,MI,26,2010,-7.83,344.63,145.84,87.3
Michigan,MI,26,2011,-3.84,331.39,140.24,83.95
Michigan,MI,26,2012,-0.73,328.99,139.23,83.34
Michigan,MI,26,2013,5.6,347.42,147.03,88.01
Michigan,MI,26,2014,7.99,375.19,158.78,95.05
Michigan,MI,26,2015,4.73,392.94,166.29,99.54
Michigan,MI,26,2016,5.21,413.43,174.96,104.73
Michigan,MI,26,2017,6.85,441.73,186.94,111.9
Michigan,MI,26,2018,6.45,470.2,198.99,119.12
Michigan,MI,26,2019,4.27,490.28,207.48,124.2
Michigan,MI,26,2020,3.46,507.25,214.66,128.5
Minnesota,MN,27,1975,0,100,41.97,25.98
Minnesota,MN,27,1976,8.95,108.95,45.72,28.3
Minnesota,MN,27,1977,11.42,121.39,50.95,31.53
Minnesota,MN,27,1978,17.24,142.32,59.73,36.97
Minnesota,MN,27,1979,14.6,163.1,68.45,42.37
Minnesota,MN,27,1980,10.23,179.78,75.45,46.7
Minnesota,MN,27,1981,1.93,183.25,76.9,47.6
Minnesota,MN,27,1982,-12.63,160.1,67.19,41.59
Minnesota,MN,27,1983,21.7,194.84,81.77,50.61
Minnesota,MN,27,1984,2.35,199.41,83.69,51.8
Minnesota,MN,27,1985,2.3,204.01,85.62,52.99
Minnesota,MN,27,1986,3.04,210.22,88.22,54.61
Minnesota,MN,27,1987,4.28,219.22,92,56.94
Minnesota,MN,27,1988,3.91,227.8,95.6,59.17
Minnesota,MN,27,1989,3.27,235.25,98.73,61.11
Minnesota,MN,27,1990,1.29,238.28,100,61.89
Minnesota,MN,27,1991,2.42,244.05,102.42,63.39
Minnesota,MN,27,1992,2.03,249,104.5,64.68
Minnesota,MN,27,1993,2.77,255.91,107.4,66.47
Minnesota,MN,27,1994,3.42,264.67,111.07,68.75
Minnesota,MN,27,1995,5.91,280.32,117.64,72.81
Minnesota,MN,27,1996,4.15,291.95,122.52,75.83
Minnesota,MN,27,1997,4.95,306.4,128.59,79.59
Minnesota,MN,27,1998,4.57,320.41,134.47,83.23
Minnesota,MN,27,1999,7.33,343.9,144.32,89.33
Minnesota,MN,27,2000,11.95,384.98,161.57,100
Minnesota,MN,27,2001,8.96,419.46,176.04,108.96
Minnesota,MN,27,2002,7.67,451.66,189.55,117.32
Minnesota,MN,27,2003,4.52,472.09,198.12,122.63
Minnesota,MN,27,2004,8.49,512.15,214.94,133.03
Minnesota,MN,27,2005,8.09,553.6,232.33,143.8
Minnesota,MN,27,2006,2.73,568.74,238.68,147.73
Minnesota,MN,27,2007,-0.82,564.09,236.73,146.52
Minnesota,MN,27,2008,-4.42,539.17,226.27,140.05
Minnesota,MN,27,2009,-6.2,505.73,212.24,131.36
Minnesota,MN,27,2010,-6.11,474.85,199.28,123.34
Minnesota,MN,27,2011,-5.37,449.33,188.57,116.71
Minnesota,MN,27,2012,-1.57,442.25,185.6,114.88
Minnesota,MN,27,2013,4.02,460.03,193.06,119.49
Minnesota,MN,27,2014,5.69,486.2,204.05,126.29
Minnesota,MN,27,2015,3.19,501.7,210.55,130.32
Minnesota,MN,27,2016,4.57,524.61,220.16,136.27
Minnesota,MN,27,2017,5.94,555.76,233.24,144.36
Minnesota,MN,27,2018,5.79,587.96,246.75,152.72
Minnesota,MN,27,2019,3.58,609,255.58,158.19
Minnesota,MN,27,2020,2.95,626.97,263.12,162.86
Mississippi,MS,28,1975,0,100,57.69,40.93
Mississippi,MS,28,1976,3.71,103.71,59.83,42.45
Mississippi,MS,28,1977,4.6,108.49,62.58,44.41
Mississippi,MS,28,1978,14.44,124.15,71.62,50.82
Mississippi,MS,28,1979,12.14,139.23,80.32,56.99
Mississippi,MS,28,1980,0.94,140.53,81.07,57.52
Mississippi,MS,28,1981,3.64,145.65,84.03,59.62
Mississippi,MS,28,1982,5.68,153.93,88.8,63.01
Mississippi,MS,28,1983,2.76,158.17,91.25,64.74
Mississippi,MS,28,1984,2.04,161.41,93.11,66.07
Mississippi,MS,28,1985,5.79,170.76,98.51,69.89
Mississippi,MS,28,1986,1.11,172.65,99.6,70.67
Mississippi,MS,28,1987,-0.37,172.02,99.24,70.41
Mississippi,MS,28,1988,-0.88,170.51,98.36,69.79
Mississippi,MS,28,1989,0.77,171.82,99.12,70.33
Mississippi,MS,28,1990,0.88,173.34,100,70.95
Mississippi,MS,28,1991,1.28,175.56,101.28,71.86
Mississippi,MS,28,1992,2.67,180.25,103.98,73.78
Mississippi,MS,28,1993,2.2,184.22,106.28,75.41
Mississippi,MS,28,1994,5,193.43,111.59,79.18
Mississippi,MS,28,1995,4.88,202.87,117.04,83.04
Mississippi,MS,28,1996,3.3,209.58,120.9,85.78
Mississippi,MS,28,1997,3.74,217.42,125.43,89
Mississippi,MS,28,1998,4.07,226.27,130.53,92.62
Mississippi,MS,28,1999,4.3,236,136.14,96.6
Mississippi,MS,28,2000,3.52,244.31,140.94,100
Mississippi,MS,28,2001,4.16,254.48,146.81,104.16
Mississippi,MS,28,2002,1.92,259.37,149.63,106.17
Mississippi,MS,28,2003,1.82,264.11,152.36,108.1
Mississippi,MS,28,2004,3.47,273.28,157.65,111.86
Mississippi,MS,28,2005,5.4,288.04,166.17,117.9
Mississippi,MS,28,2006,8.65,312.94,180.53,128.09
Mississippi,MS,28,2007,4.39,326.68,188.46,133.72
Mississippi,MS,28,2008,-0.29,325.72,187.91,133.33
Mississippi,MS,28,2009,-2.92,316.23,182.43,129.44
Mississippi,MS,28,2010,-3.66,304.66,175.76,124.7
Mississippi,MS,28,2011,-2.1,298.27,172.07,122.09
Mississippi,MS,28,2012,-0.68,296.25,170.91,121.26
Mississippi,MS,28,2013,-0.35,295.21,170.3,120.84
Mississippi,MS,28,2014,1.55,299.79,172.95,122.71
Mississippi,MS,28,2015,2.46,307.16,177.2,125.73
Mississippi,MS,28,2016,2.46,314.72,181.56,128.82
Mississippi,MS,28,2017,2.14,321.47,185.45,131.58
Mississippi,MS,28,2018,3.05,331.26,191.1,135.59
Mississippi,MS,28,2019,3.01,341.24,196.86,139.68
Mississippi,MS,28,2020,2.59,350.08,201.96,143.3
Missouri,MO,29,1975,0,100,46.32,32.96
Missouri,MO,29,1976,6.05,106.05,49.12,34.95
Missouri,MO,29,1977,9.43,116.05,53.75,38.25
Missouri,MO,29,1978,15.18,133.66,61.91,44.06
Missouri,MO,29,1979,11.03,148.4,68.73,48.92
Missouri,MO,29,1980,6.07,157.4,72.9,51.88
Missouri,MO,29,1981,-1.54,154.98,71.78,51.08
Missouri,MO,29,1982,0.31,155.47,72.01,51.25
Missouri,MO,29,1983,5.63,164.23,76.06,54.13
Missouri,MO,29,1984,6.33,174.63,80.88,57.56
Missouri,MO,29,1985,5.78,184.73,85.56,60.89
Missouri,MO,29,1986,4.67,193.36,89.56,63.73
Missouri,MO,29,1987,5.11,203.25,94.14,66.99
Missouri,MO,29,1988,3.47,210.3,97.4,69.32
Missouri,MO,29,1989,2.17,214.86,99.52,70.82
Missouri,MO,29,1990,0.49,215.91,100,71.17
Missouri,MO,29,1991,0.97,218.01,100.97,71.86
Missouri,MO,29,1992,1.5,221.27,102.48,72.93
Missouri,MO,29,1993,1.33,224.22,103.85,73.91
Missouri,MO,29,1994,3.67,232.45,107.66,76.62
Missouri,MO,29,1995,5.6,245.47,113.69,80.91
Missouri,MO,29,1996,3.71,254.58,117.91,83.91
Missouri,MO,29,1997,4.07,264.95,122.71,87.33
Missouri,MO,29,1998,3.15,273.31,126.58,90.09
Missouri,MO,29,1999,4.32,285.12,132.05,93.98
Missouri,MO,29,2000,6.41,303.38,140.51,100
Missouri,MO,29,2001,5.46,319.96,148.19,105.46
Missouri,MO,29,2002,4.41,334.08,154.73,110.12
Missouri,MO,29,2003,2.7,343.11,158.91,113.09
Missouri,MO,29,2004,5.69,362.64,167.96,119.53
Missouri,MO,29,2005,6.39,385.82,178.7,127.17
Missouri,MO,29,2006,4.05,401.46,185.94,132.33
Missouri,MO,29,2007,1.49,407.46,188.72,134.3
Missouri,MO,29,2008,-1.65,400.73,185.6,132.09
Missouri,MO,29,2009,-3.37,387.24,179.35,127.64
Missouri,MO,29,2010,-3.59,373.33,172.91,123.05
Missouri,MO,29,2011,-3.17,361.48,167.42,119.15
Missouri,MO,29,2012,-1.23,357.02,165.36,117.68
Missouri,MO,29,2013,0.35,358.26,165.93,118.09
Missouri,MO,29,2014,2.53,367.35,170.14,121.08
Missouri,MO,29,2015,3.28,379.38,175.71,125.05
Missouri,MO,29,2016,4.13,395.06,182.98,130.22
Missouri,MO,29,2017,4.5,412.84,191.21,136.08
Missouri,MO,29,2018,5.06,433.75,200.9,142.97
Missouri,MO,29,2019,4.09,451.51,209.12,148.82
Missouri,MO,29,2020,3.89,469.09,217.26,154.62
Montana,MT,30,1975,0,100,47.87,27.79
Montana,MT,30,1976,10.34,110.34,52.82,30.66
Montana,MT,30,1977,15.98,127.97,61.26,35.56
Montana,MT,30,1978,20.8,154.59,74,42.96
Montana,MT,30,1979,10.57,170.93,81.83,47.5
Montana,MT,30,1980,5,179.47,85.91,49.87
Montana,MT,30,1981,-0.41,178.73,85.56,49.67
Montana,MT,30,1982,6,189.44,90.69,52.65
Montana,MT,30,1983,-2.28,185.13,88.62,51.45
Montana,MT,30,1984,12.31,207.93,99.54,57.78
Montana,MT,30,1985,-0.31,207.29,99.23,57.6
Montana,MT,30,1986,-2.95,201.17,96.3,55.9
Montana,MT,30,1987,-4.2,192.71,92.25,53.55
Montana,MT,30,1988,1.28,195.18,93.43,54.24
Montana,MT,30,1989,2.69,200.43,95.95,55.7
Montana,MT,30,1990,4.22,208.89,100,58.05
Montana,MT,30,1991,6.24,221.92,106.24,61.67
Montana,MT,30,1992,7.34,238.22,114.04,66.2
Montana,MT,30,1993,9.35,260.49,124.7,72.39
Montana,MT,30,1994,8.88,283.63,135.78,78.82
Montana,MT,30,1995,7.88,305.97,146.47,85.03
Montana,MT,30,1996,4.11,318.55,152.5,88.52
Montana,MT,30,1997,3.1,328.44,157.23,91.27
Montana,MT,30,1998,2.3,336,160.85,93.37
Montana,MT,30,1999,2.44,344.19,164.77,95.65
Montana,MT,30,2000,4.55,359.85,172.26,100
Montana,MT,30,2001,4.54,376.18,180.08,104.54
Montana,MT,30,2002,4.68,393.79,188.51,109.43
Montana,MT,30,2003,4.52,411.59,197.03,114.38
Montana,MT,30,2004,8.84,447.98,214.45,124.49
Montana,MT,30,2005,12.53,504.14,241.34,140.1
Montana,MT,30,2006,11.23,560.75,268.44,155.83
Montana,MT,30,2007,6.39,596.57,285.58,165.78
Montana,MT,30,2008,1.34,604.57,289.42,168.01
Montana,MT,30,2009,-2.89,587.1,281.05,163.15
Montana,MT,30,2010,-4.79,558.97,267.58,155.33
Montana,MT,30,2011,-3.01,542.12,259.52,150.65
Montana,MT,30,2012,0.72,546.05,261.4,151.74
Montana,MT,30,2013,3.41,564.67,270.32,156.92
Montana,MT,30,2014,4.6,590.64,282.75,164.13
Montana,MT,30,2015,3.43,610.89,292.44,169.76
Montana,MT,30,2016,3.59,632.82,302.94,175.86
Montana,MT,30,2017,5.08,664.94,318.32,184.78
Montana,MT,30,2018,5.79,703.41,336.73,195.47
Montana,MT,30,2019,4.35,734.02,351.38,203.98
Montana,MT,30,2020,4.79,769.19,368.22,213.75
Nebraska,NE,31,1975,0,100,50.74,32.46
Nebraska,NE,31,1976,7.44,107.44,54.52,34.88
Nebraska,NE,31,1977,11.15,119.43,60.6,38.77
Nebraska,NE,31,1978,11.74,133.45,67.71,43.33
Nebraska,NE,31,1979,12.12,149.63,75.92,48.58
Nebraska,NE,31,1980,7.66,161.08,81.73,52.3
Nebraska,NE,31,1981,0.66,162.15,82.28,52.64
Nebraska,NE,31,1982,6.02,171.91,87.23,55.81
Nebraska,NE,31,1983,1.62,174.69,88.64,56.71
Nebraska,NE,31,1984,1.94,178.08,90.36,57.81
Nebraska,NE,31,1985,0.55,179.06,90.85,58.13
Nebraska,NE,31,1986,1.51,181.75,92.22,59.01
Nebraska,NE,31,1987,0.28,182.26,92.48,59.17
Nebraska,NE,31,1988,1.21,184.46,93.6,59.88
Nebraska,NE,31,1989,3.03,190.05,96.43,61.7
Nebraska,NE,31,1990,3.7,197.08,100,63.98
Nebraska,NE,31,1991,3.02,203.03,103.02,65.91
Nebraska,NE,31,1992,3.5,210.13,106.62,68.22
Nebraska,NE,31,1993,4.49,219.57,111.41,71.28
Nebraska,NE,31,1994,5.95,232.63,118.04,75.52
Nebraska,NE,31,1995,6.8,248.45,126.07,80.66
Nebraska,NE,31,1996,4.7,260.13,131.99,84.45
Nebraska,NE,31,1997,5.41,274.19,139.12,89.01
Nebraska,NE,31,1998,3.65,284.19,144.2,92.26
Nebraska,NE,31,1999,4.01,295.59,149.98,95.96
Nebraska,NE,31,2000,4.21,308.03,156.29,100
Nebraska,NE,31,2001,3.59,319.08,161.9,103.59
Nebraska,NE,31,2002,2.56,327.24,166.04,106.24
Nebraska,NE,31,2003,1.7,332.81,168.87,108.05
Nebraska,NE,31,2004,4.4,347.46,176.3,112.8
Nebraska,NE,31,2005,4.47,362.99,184.18,117.84
Nebraska,NE,31,2006,1.93,369.98,187.73,120.11
Nebraska,NE,31,2007,1.07,373.95,189.75,121.4
Nebraska,NE,31,2008,-0.54,371.92,188.71,120.74
Nebraska,NE,31,2009,-0.8,368.95,187.2,119.78
Nebraska,NE,31,2010,-0.95,365.42,185.42,118.63
Nebraska,NE,31,2011,-0.5,363.58,184.48,118.04
Nebraska,NE,31,2012,0.55,365.59,185.5,118.69
Nebraska,NE,31,2013,2.34,374.13,189.84,121.46
Nebraska,NE,31,2014,3.83,388.47,197.11,126.11
Nebraska,NE,31,2015,3.87,403.51,204.74,131
Nebraska,NE,31,2016,4.25,420.65,213.44,136.56
Nebraska,NE,31,2017,5.72,444.72,225.65,144.38
Nebraska,NE,31,2018,5.26,468.13,237.53,151.98
Nebraska,NE,31,2019,4.66,489.96,248.61,159.07
Nebraska,NE,31,2020,3.24,505.83,256.66,164.22
Nevada,NV,32,1975,0,100,37.12,28.15
Nevada,NV,32,1976,10.55,110.55,41.04,31.12
Nevada,NV,32,1977,15.11,127.25,47.24,35.82
Nevada,NV,32,1978,19.88,152.56,56.63,42.94
Nevada,NV,32,1979,18.42,180.67,67.07,50.85
Nevada,NV,32,1980,6.24,191.93,71.25,54.02
Nevada,NV,32,1981,11.3,213.62,79.3,60.12
Nevada,NV,32,1982,5.25,224.85,83.47,63.28
Nevada,NV,32,1983,-2,220.36,81.8,62.02
Nevada,NV,32,1984,-0.37,219.55,81.5,61.79
Nevada,NV,32,1985,1.23,222.26,82.51,62.56
Nevada,NV,32,1986,3.76,230.61,85.61,64.9
Nevada,NV,32,1987,1.09,233.13,86.54,65.62
Nevada,NV,32,1988,2.51,238.97,88.71,67.26
Nevada,NV,32,1989,4.89,250.66,93.05,70.55
Nevada,NV,32,1990,7.47,269.38,100,75.82
Nevada,NV,32,1991,5.57,284.37,105.57,80.04
Nevada,NV,32,1992,3.08,293.12,108.81,82.5
Nevada,NV,32,1993,1.82,298.46,110.79,84
Nevada,NV,32,1994,1.46,302.83,112.42,85.23
Nevada,NV,32,1995,4.07,315.15,116.99,88.7
Nevada,NV,32,1996,2.39,322.67,119.78,90.82
Nevada,NV,32,1997,2.53,330.83,122.81,93.11
Nevada,NV,32,1998,2.2,338.1,125.51,95.16
Nevada,NV,32,1999,1.38,342.76,127.24,96.47
Nevada,NV,32,2000,3.66,355.3,131.9,100
Nevada,NV,32,2001,6.34,377.84,140.26,106.34
Nevada,NV,32,2002,6.21,401.31,148.98,112.95
Nevada,NV,32,2003,6.15,425.98,158.13,119.89
Nevada,NV,32,2004,26.44,538.59,199.94,151.59
Nevada,NV,32,2005,24.23,669.07,248.37,188.31
Nevada,NV,32,2006,8.8,727.93,270.22,204.87
Nevada,NV,32,2007,-3.18,704.79,261.63,198.36
Nevada,NV,32,2008,-18.66,573.26,212.81,161.35
Nevada,NV,32,2009,-23.11,440.76,163.62,124.05
Nevada,NV,32,2010,-14.32,377.62,140.18,106.28
Nevada,NV,32,2011,-12.12,331.84,123.19,93.4
Nevada,NV,32,2012,-1.3,327.52,121.58,92.18
Nevada,NV,32,2013,15.1,376.97,139.94,106.1
Nevada,NV,32,2014,17.65,443.5,164.64,124.82
Nevada,NV,32,2015,9.58,485.99,180.41,136.78
Nevada,NV,32,2016,9.31,531.23,197.2,149.51
Nevada,NV,32,2017,9.5,581.69,215.94,163.72
Nevada,NV,32,2018,12.89,656.65,243.76,184.81
Nevada,NV,32,2019,6.1,696.69,258.63,196.08
Nevada,NV,32,2020,3.79,723.11,268.44,203.52
New Hampshire,NH,33,1975,0,100,30.77,24.99
New Hampshire,NH,33,1976,0.96,100.96,31.07,25.23
New Hampshire,NH,33,1977,11.63,112.7,34.68,28.16
New Hampshire,NH,33,1978,7.89,121.6,37.42,30.39
New Hampshire,NH,33,1979,20.13,146.07,44.95,36.5
New Hampshire,NH,33,1980,6.66,155.8,47.94,38.93
New Hampshire,NH,33,1981,5.25,163.99,50.46,40.98
New Hampshire,NH,33,1982,6.55,174.73,53.77,43.66
New Hampshire,NH,33,1983,4.87,183.23,56.38,45.79
New Hampshire,NH,33,1984,15.58,211.76,65.16,52.92
New Hampshire,NH,33,1985,16.84,247.43,76.14,61.83
New Hampshire,NH,33,1986,18.3,292.72,90.07,73.15
New Hampshire,NH,33,1987,12.75,330.04,101.56,82.47
New Hampshire,NH,33,1988,4.86,346.08,106.49,86.48
New Hampshire,NH,33,1989,0.37,347.36,106.89,86.8
New Hampshire,NH,33,1990,-6.44,324.98,100,81.21
